"","artist_name","artist_id","danceability","energy","valence","tempo","loudness","mode","key","acousticness","instrumentalness","liveness","speechiness","duration_ms","popularity","count","artist_id_normalized","danceability_normalized","energy_normalized","valence_normalized","tempo_normalized","loudness_normalized","mode_normalized","key_normalized","acousticness_normalized","instrumentalness_normalized","liveness_normalized","speechiness_normalized","duration_ms_normalized","popularity_normalized","count_normalized"
"1","Frank Sinatra",792507,0.384478451,0.238016728,0.36428824,110.1816983,-14.27114098,1,5,0.735648225,0.020854983,0.232105551,0.049614244,189179.9255,26.00438276,1369,0.312245162566667,-1.19011540290911,-1.60812500748451,-0.903048878159854,-0.530782981696786,-1.03230049664663,0.466387085175915,-0.145897703572107,1.32967336177163,-0.47736667537104,0.313171300988241,-0.266495914030862,-0.683091436201562,-1.02735665687466,17.1535626501851
"2","Vladimir Horowitz",119107,0.343209611,0.118844275,0.22595087,94.90067854,-23.19341756,1,1,0.990070423,0.879507871,0.183812345,0.043359818,266541.1251,3.592377796,1207,-0.720250531552545,-1.49543558455364,-2.15971505015216,-1.59380209461385,-1.32789688461311,-3.16700193603506,0.466387085175915,-1.28278310352035,2.19250179494071,3.19948205367148,-0.102571145140925,-0.349496886041251,0.24150569621368,-2.72144389664177,15.0720874342647
"3","Johnny Cash",816890,0.619803442,0.449381159,0.680662319,115.0377473,-11.59310417,1,10,0.685636884,0.022646551,0.242242663,0.098216123,162279.2672,26.61413043,1104,0.349630583579005,0.550894739310041,-0.629824128558129,0.676686320448604,-0.277473697896544,-0.391566152470738,0.466387085175915,1.27520904636319,1.16006863649638,-0.469694978675142,0.400438808959556,0.378487846034617,-1.00459978473889,-0.981266815787976,13.7486803525375
"4","Billie Holiday",79016,0.57263653,0.201368037,0.498934429,109.9121717,-13.22596621,1,5,0.90849863,0.013063617,0.217726758,0.062431781,185131.453,15.62100457,1095,-0.781720363558683,0.201938719721123,-1.77775357955396,-0.230726655068413,-0.544842475332684,-0.7822369544636,0.466387085175915,-0.145897703572107,1.91586531078856,-0.510730185323627,0.189388370233863,-0.0963974861688775,-0.73147752746587,-1.81221943580096,13.633042840542
"5","Bob Dylan",66915,0.512597985,0.477932051,0.5519337,126.1601493,-11.18432967,1,7,0.562566789,0.03421143,0.308977656,0.06453489,256713.4203,30.86080586,1092,-0.800274314248521,-0.242245790070618,-0.497676242532158,0.0339120099066919,0.302711486552454,-0.293764710684982,0.466387085175915,0.422544996402013,0.742697911482748,-0.420172859496431,0.974941343171775,-0.0684876362092176,0.124048007820964,-0.660267482218691,13.5944970032101
"6","The Rolling Stones",894465,0.524446377,0.719914976,0.655331787,123.7647169,-7.830264734,1,0,0.293788178,0.176137057,0.268443382,0.051439903,229705.9623,34.57391304,1035,0.468573044926344,-0.154587566635317,0.622342424244736,0.550204615226863,0.177756967840659,0.508712906152298,0.466387085175915,-1.56700445350741,-0.168817788096635,0.187568718673761,0.625993331212705,-0.242268035795591,-0.198736777701223,-0.379599710476285,12.8621260939048
"7","The Beach Boys",41874,0.502944668,0.532130785,0.633956539,125.9920362,-9.925742455,1,9,0.398488245,0.115362907,0.191189235,0.043970624,148845.0946,27.95774648,994,-0.838668618787337,-0.313664141056793,-0.246817245784038,0.443472635946775,0.293942092141805,0.00735887760176244,0.466387085175915,0.990987696376132,0.186254196472529,-0.0726730615718317,-0.0390656016608379,-0.341391027612391,-1.16516086091862,-0.879705049711826,12.3353329837027
"8","Elvis Presley",180228,0.495843434,0.426307677,0.621249495,111.4894535,-12.8937303,1,0,0.741411858,0.05362297,0.247345859,0.058278485,156211.0354,33.39191919,990,-0.626536291397718,-0.366201359325597,-0.736619806590125,0.380023175294006,-0.462565685475508,-0.702747771525323,0.466387085175915,-1.56700445350741,1.34921971609858,-0.337050450924554,0.444370768832267,-0.151514871049098,-1.07712541451352,-0.468944715619047,12.2839385339269
"9","Wolfgang Amadeus Mozart",26350,0.353346375,0.137869382,0.330528998,108.6043401,-20.17425693,1,7,0.961572495,0.508880787,0.188827825,0.068484861,329702.9243,8.936034115,938,-0.862470910375556,-1.42044053681865,-2.07165728749214,-1.07161724834463,-0.613063756857505,-2.44465192986591,0.466387085175915,0.422544996402013,2.09585605114125,1.61241498408033,-0.059394307311771,-0.0160685281387334,0.996395986442676,-2.31752555027964,11.6158106868413
"10","Miles Davis",423829,0.460220602,0.308228565,0.417860185,113.5503819,-14.52661921,0,0,0.65571081,0.205073002,0.21976169,0.054571065,404023.4456,22.70023148,864,-0.25303319727367,-0.629750553752503,-1.28314931728366,-0.635550708139369,-0.355060119331595,-1.09342500230653,-2.14377543549312,-1.56700445350741,1.05857958505629,0.31147570609997,0.206906519834172,-0.200715143568232,1.88465187219533,-1.27711211296613,10.6650133659888
"11","Ella Fitzgerald",184502,0.429264195,0.241637312,0.391095829,109.0629768,-13.24842526,1,0,0.832413673,0.005059539,0.213361761,0.060491889,213098.657,21.38122827,863,-0.619983148248527,-0.858776031771809,-1.59136712399073,-0.769191856538531,-0.589139588464331,-0.787610399899013,0.466387085175915,-1.56700445350741,1.65783647229842,-0.545004552105303,0.151811355153803,-0.122141322868708,-0.397222154568678,-1.37681343423846,10.6521647535449
"12","Dean Martin",813392,0.466482284,0.219624242,0.474845455,111.1737389,-14.47550583,1,7,0.866595571,0.025948981,0.179187762,0.043719231,160655.7145,19.28088578,858,0.344267248357697,-0.583424611815673,-1.69325468202015,-0.351008949516954,-0.479034514190226,-1.08119585822209,0.466387085175915,0.422544996402013,1.77375840727866,-0.455553600106516,-0.142382862108884,-0.344727203203342,-1.02400398449932,-1.53557492912324,10.5879216913251
"13","Queen",858827,0.459114918,0.60251049,0.4334,116.6664371,-9.828904429,1,2,0.283186275,0.031742966,0.268521795,0.071037179,231867.1678,32.54778555,858,0.413930809186783,-0.637930760410152,0.0789354219393196,-0.557956510748236,-0.192515278660915,0.0305278829151726,0.466387085175915,-0.998561753533286,-0.204772289810753,-0.43074310138105,0.626668366380764,0.0178026656174342,-0.172906717953028,-0.532751413434758,10.5879216913251
"14","Lata Mangeshkar",132940,0.500360234,0.302660234,0.649,115.4179041,-12.30304561,1,1,0.945985965,0.262416525,0.208230643,0.08542538,214242.1953,4.088888889,855,-0.699040978631917,-0.332784616900755,-1.30892235338855,0.518588413211807,-0.257643328240103,-0.561423363269004,0.466387085175915,-1.28278310352035,2.04299705784522,0.557027153731473,0.107639022741301,0.208744994854497,-0.383554938464819,-2.68391342543202,10.5493758539932
"15","Glenn Gould",803752,0.359996871,0.222202383,0.643841877,110.2414549,-22.1191444,1,7,0.980315283,0.866343671,0.139213117,0.047417329,191915.2335,18.58724428,831,0.329486644717499,-1.37123802357267,-1.68132174896059,0.492832610183923,-0.527665858795362,-2.90997645152039,0.466387085175915,0.422544996402013,2.15941894199899,3.14311146118258,-0.48651318751004,-0.295650640687505,-0.650399880923863,-1.58800616925595,10.2410091553384
"16","The Beatles",754032,0.521975456,0.546826974,0.619659538,121.0747461,-9.682696233,1,0,0.360355932,0.051906132,0.223001337,0.053395018,174307.87,48.06075334,823,0.253253074905192,-0.1728682367135,-0.178795892581198,0.372084120852147,0.0374382484884526,0.0655089601831882,0.466387085175915,-1.56700445350741,0.056935119216136,-0.344402145312929,0.234795717506718,-0.216322178351264,-0.860837644113523,0.639848754473949,10.1382202557867
"17","Fleetwood Mac",182900,0.577665829,0.517276131,0.607894221,123.283103,-11.97356533,1,9,0.359766385,0.130338418,0.243842211,0.041397739,240890.6935,34.87437186,796,-0.622439426986244,0.239147094955917,-0.315572054696741,0.313336939520372,0.152634224623438,-0.482593479252328,0.466387085175915,0.990987696376132,0.054935773568279,-0.00854623062927709,0.414208861795166,-0.375535161042213,-0.0650603294581005,-0.35688851378259,9.7913077198
"18","Led Zeppelin",139026,0.42156213,0.688843195,0.505987574,118.8871657,-10.20231657,1,2,0.223537225,0.158420879,0.22633284,0.062070414,327086.2959,41.41715976,676,-0.689709572640813,-0.915758391461057,0.478526596206442,-0.195508531470527,-0.0766739493867019,-0.0588129291220416,0.466387085175915,-0.998561753533286,-0.407061621308174,0.1117060418306,0.263475677302857,-0.101193100067336,0.965122853040589,0.13767025111581,8.24947422652563
"19","Bob Marley & the Wailers",69402,0.742844884,0.547612211,0.749334983,120.298637,-9.665752475,1,9,0.204243982,0.028482358,0.289808581,0.153062046,273496.7739,43.1320132,606,-0.796461102500266,1.46119499057094,-0.175161420860336,1.0195861713021,-0.00304644189911348,0.0695628430982647,0.466387085175915,0.990987696376132,-0.472491284125726,-0.444705393418093,0.809920239985264,1.10633480110402,0.324637459524231,0.267293251621172,7.35007135544892
"20","Nina Simone",411761,0.444465378,0.331484605,0.454504042,114.4809772,-13.37796134,1,9,0.779938278,0.03847298,0.290231986,0.058175747,233122.2689,28.67486819,569,-0.27153655046142,-0.746312779720821,-1.17550866902176,-0.45257873110937,-0.306516863497301,-0.81860258602431,0.466387085175915,0.990987696376132,1.47987533838911,-0.401924420668317,0.813565212953166,-0.152878282153875,-0.157906137766171,-0.825498978446788,6.87467269502266
